ID,MARCA,MODELO,VERSION,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Comb.,Segmento,Puertas,Traccion
,RENAULT,MEGANE F/2,SPORTWAY 4 PTAS CUERO,,,,,,,,,,," $ 61,000 ",,,,,,,,,
,RENAULT,MEGANE F/2,SPORTWAY 5 PTAS,,,,,,,,,," $ 60,000 "," $ 58,500 "," $ 57,500 ",,,,,,,,
,RENAULT,MEGANE F/2,SPORTWAY 5 PTAS CUERO,,,,,,,,,,," $ 61,500 ",,,,,,,,,
,RENAULT,MEGANE F/2,UNIQUE 4 PTAS,,,,,,,," $ 63,000 "," $ 61,000 "," $ 59,000 ",,,,,,,,,,
,RENAULT,MEGANE F/2,UNIQUE 5 PTAS,,,,,,,," $ 65,000 "," $ 63,000 "," $ 61,000 ",,,,,,,,,,
,RENAULT,MEGANE F/2,5 PTAS 50ª ANIVERSARIO,,,,,,,," $ 64,000 "," $ 62,000 ",,,,,,,,,,,
,RENAULT,MEGANE II,1.5 CONFORT DCI,," $ 90,000 "," $ 84,000 "," $ 80,000 "," $ 76,000 "," $ 73,000 "," $ 70,000 "," $ 67,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.5 CONFORT DCI PLUS,,,,," $ 78,000 "," $ 75,000 "," $ 72,000 "," $ 69,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.5 EXPRESSION DCI,,,,,,," $ 69,000 "," $ 66,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.5 EXPRESSION DCI PLUS,,,,,,," $ 71,000 "," $ 68,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.5 LUXE DCI,," $ 98,000 "," $ 93,000 "," $ 88,000 "," $ 83,000 "," $ 79,000 "," $ 76,000 "," $ 73,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.5 LUXE DCI GRAND TOUR,," $ 100,000 "," $ 95,000 "," $ 90,000 "," $ 85,000 "," $ 81,000 "," $ 78,000 ",,,,,,,,,,,,,
,RENAULT,MEGANE II,1.5 PRIVILEGE DCI,,,,,,," $ 75,000 "," $ 72,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.6 CONFORT,," $ 90,000 "," $ 85,000 "," $ 80,000 "," $ 76,000 "," $ 73,000 "," $ 70,000 "," $ 67,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.6 CONFORT PLUS,," $ 92,000 "," $ 87,000 "," $ 82,000 "," $ 78,000 "," $ 75,000 "," $ 72,000 "," $ 69,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.6 CONFORT PLUS G.TOUR,," $ 94,000 "," $ 89,000 "," $ 84,000 "," $ 80,000 "," $ 77,000 "," $ 74,000 ",,,,,,,,,,,,,
,RENAULT,MEGANE II,1.6 EXPRESSION,,,,,,," $ 69,000 "," $ 66,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.6 EXPRESSION PLUS,,,,,,," $ 71,000 "," $ 68,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.6 LUXE,," $ 98,000 "," $ 93,000 "," $ 88,000 "," $ 83,000 "," $ 79,000 "," $ 75,000 "," $ 71,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.6 LUXE GRAND TOUR,," $ 100,000 "," $ 95,000 "," $ 90,000 "," $ 85,000 "," $ 81,000 "," $ 77,000 ",,,,,,,,,,,,,
,RENAULT,MEGANE II,1.6 PRIVILEGE,,,,,,," $ 74,000 "," $ 70,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,1.9 CONFORT/DYNAMIQ DCI,,,,,,,," $ 78,000 "," $ 74,000 ",,,,,,,,,,,
,RENAULT,MEGANE II,1.9 DYNAMIQUE DCI 5 PTAS,,,,," $ 109,000 "," $ 103,000 "," $ 98,000 ",,,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 CONFORT/DYNAMIQUE,,,,,,,," $ 79,000 "," $ 75,000 ",,,,,,,,,,,
,RENAULT,MEGANE II,2.0 COUPE CABRIOLET,,,," $ 175,000 "," $ 165,000 "," $ 156,000 "," $ 148,000 ",,,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 DYNAMIQUE 5 PTAS,,,,," $ 112,000 "," $ 106,000 "," $ 100,000 ",,,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 IN BLACK,,,,," $ 95,000 "," $ 91,000 ",,,,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 LUXE,," $ 104,000 "," $ 98,000 "," $ 93,000 "," $ 89,000 "," $ 85,000 "," $ 81,000 "," $ 77,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 LUXE AUT,,,,," $ 91,000 "," $ 87,000 "," $ 83,000 "," $ 79,000 ",,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 LUXE GRAND TOUR,,,,," $ 91,000 "," $ 87,000 "," $ 83,000 ",,,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 LUXE GRAND TOUR AUT,,,,," $ 93,000 "," $ 89,000 "," $ 85,000 ",,,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 PRIVILEGE,," $ 112,000 "," $ 106,000 "," $ 100,000 "," $ 95,000 "," $ 90,000 ",,,,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 PRIVILEGE AUT,," $ 114,000 "," $ 108,000 "," $ 102,000 "," $ 97,000 "," $ 92,000 ",,,,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 PRIVILEGE GRAND TOUR,," $ 114,000 "," $ 108,000 "," $ 102,000 "," $ 97,000 "," $ 92,000 ",,,,,,,,,,,,,,
,RENAULT,MEGANE II,2.0 SPORT SL,,,," $ 104,000 "," $ 98,000 ",,,,,,,,,,,,,,,
,RENAULT,MEGANE III,2.0 LUXE," $ 200,000 "," $ 180,000 "," $ 165,000 ",,,,,,,,,,,,,,,,,
,RENAULT,MEGANE III,2.0 PRIVILEGE," $ 210,000 "," $ 190,000 "," $ 175,000 ",,,,,,,,,,,,,,,,,
,RENAULT,MEGANE III,2.0 OT RS," $ 370,000 "," $ 340,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,R 19,RE 4 PTAS,,,,,,,,,,,,," $ 38,000 "," $ 36,000 "," $ 34,500 "," $ 33,000 ",,,,
,RENAULT,R 19,RE 4 PTAS AA,,,,,,,,,,,,," $ 40,000 "," $ 38,000 "," $ 36,500 "," $ 35,000 ",,,,
,RENAULT,R 19,RED 4 PTAS,,,,,,,,,,,,," $ 39,000 "," $ 37,000 "," $ 35,500 "," $ 34,000 ",,,,
,RENAULT,R 19,RED 4 PTAS DH AA,,,,,,,,,,,,," $ 41,000 "," $ 39,000 "," $ 37,000 "," $ 35,500 ",,,,
,RENAULT,R 19,RL  4 PTAS,,,,,,,,,,,,,,,," $ 31,500 ",,,,
,RENAULT,R 19,RL  4 PTAS DH AA,,,,,,,,,,,,,,,," $ 33,500 ",,,,
,RENAULT,R 19,RL 4 PTAS FULL,,,,,,,,,,,,,,,," $ 34,500 ",,,,
,RENAULT,R 19,RLD 4 PTAS DH,,,,,,,,,,,,,,,," $ 33,500 ",,,,
,RENAULT,R 19,RLD 4 PTAS DH AA,,,,,,,,,,,,,,,," $ 35,000 ",,,,
,RENAULT,R 19,RN 4 PTAS (RNI),,,,,,,,,,,,,,,," $ 30,000 ",,,,
,RENAULT,R 19,RN 5 PTAS (RNI),,,,,,,,,,,,,,,," $ 29,000 ",,,,
,RENAULT,R 19,RND 4 PTAS,,,,,,,,,,,,,,,," $ 34,500 ",,,,
,RENAULT,R 19,RND 5 PTAS,,,,,,,,,,,,,,,," $ 34,500 ",,,,
,RENAULT,R 19,RNI COUPE,,,,,,,,,,,,,,,," $ 39,500 ",,,,
,RENAULT,R 19,RT 4 PTAS (RTI),,,,,,,,,,,,,,,," $ 31,000 ",,,,
,RENAULT,R 19,RT 5 PTAS (RTI),,,,,,,,,,,,,,,," $ 30,000 ",,,,
,RENAULT,R 19,RTD 4 PTAS,,,,,,,,,,,,,,,," $ 35,500 ",,,,
,RENAULT,R 19,RTI COUPE,,,,,,,,,,,,,,,," $ 40,500 ",,,,
,RENAULT,SANDERO,1.5 DCI CONFORT,,," $ 96,000 "," $ 91,000 "," $ 87,000 "," $ 83,000 ",,,,,,,,,,,,,,
,RENAULT,SANDERO,1.5 DCI LUXE,,,," $ 95,000 "," $ 91,000 "," $ 87,000 ",,,,,,,,,,,,,,
,RENAULT,SANDERO,1.5 DCI PACK,,,," $ 89,000 "," $ 85,000 ",,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 8V AUTHENTIQUE PACK I," $ 120,000 "," $ 110,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 8V AUTHENTIQUE PACK II," $ 123,000 "," $ 113,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 8V EXPRESSION," $ 126,000 ",,,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 8V PACK L/11,," $ 105,000 "," $ 99,000 ",,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 8V PACK PLUS L/11,," $ 107,000 "," $ 101,000 ",,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 8V  TECH RUN," $ 127,000 ",,,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 16V CONFORT L/11,," $ 109,000 "," $ 103,000 ",,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 16V EXPRESSION," $ 127,000 "," $ 116,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 16V GT LINE," $ 130,000 "," $ 122,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 16V LUXE L/11,," $ 114,000 "," $ 108,000 ",,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 16V PRIVILEGE," $ 128,000 "," $ 120,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 16V CONFORT,,," $ 91,000 "," $ 87,000 "," $ 84,000 "," $ 81,000 ",,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 GET UP,,," $ 93,000 "," $ 89,000 ",,,,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 LUXE,,,," $ 91,000 "," $ 87,000 "," $ 84,000 ",,,,,,,,,,,,,,
,RENAULT,SANDERO,1.6 PACK 8V,,," $ 89,000 "," $ 85,000 "," $ 81,000 ",,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.5 DCI CONFORT,,," $ 114,000 "," $ 106,000 "," $ 98,000 ",,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.5 DCI LUXE,,,,," $ 104,000 ",,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 AUTHENTIQUE," $ 130,000 ",,,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 CONFORT,,," $ 112,000 "," $ 104,000 "," $ 96,000 ",,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 CONFORT L/11," $ 140,000 "," $ 128,000 "," $ 118,000 ",,,,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 DYNAMIQUE L/11,," $ 129,000 "," $ 119,000 ",,,,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 EXPRESSION," $ 139,000 "," $ 127,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 LUXE,,," $ 118,000 "," $ 110,000 "," $ 102,000 ",,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 LUXE L/11,," $ 134,000 "," $ 126,000 ",,,,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 PRIVILEGE," $ 148,000 "," $ 136,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 PRIVILEGE PLUS," $ 150,000 "," $ 138,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 RIP CURL," $ 138,000 "," $ 126,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SANDERO STEPTWAY,1.6 SL,,," $ 116,000 "," $ 108,000 ",,,,,,,,,,,,,,,,
,RENAULT,SCENIC,RT 1.6 AB (RN),,,,,,,,,,,,," $ 57,000 "," $ 54,000 "," $ 51,500 "," $ 49,000 ",,,,
,RENAULT,SCENIC,RT 1.6 ABS AB,,,,,,,,,,,,," $ 58,000 "," $ 55,000 "," $ 52,000 ",,,,,
,RENAULT,SCENIC,RT 1.9 TDI,,,,,,,,,,,,," $ 61,000 "," $ 58,000 "," $ 55,500 "," $ 53,000 ",,,,
,RENAULT,SCENIC,RT 1.9 TDI ABS AB,,,,,,,,,,,,," $ 62,000 "," $ 59,000 "," $ 56,500 "," $ 54,000 ",,,,
,RENAULT,SCENIC,RT 2.0,,,,,,,,,,,,,," $ 55,000 "," $ 52,000 "," $ 49,000 ",,,,
,RENAULT,SCENIC,RT 2.0 AB TC,,,,,,,,,,,,,," $ 56,500 "," $ 53,500 "," $ 50,500 ",,,,
,RENAULT,SCENIC,RT 2.0 ABS,,,,,,,,,,,,,," $ 56,000 "," $ 53,000 "," $ 50,000 ",,,,
,RENAULT,SCENIC,RT 2.0 ABS AB,,,,,,,,,,,,,," $ 57,000 "," $ 54,000 "," $ 51,000 ",,,,
,RENAULT,SCENIC,RXE 2.0,,,,,,,,,,,,,," $ 57,000 "," $ 54,000 "," $ 51,000 ",,,,
,RENAULT,SCENIC,RXE 2.0 ABS,,,,,,,,,,,,," $ 60,000 "," $ 57,000 "," $ 54,500 "," $ 52,000 ",,,,
,RENAULT,SCENIC,RXE 2.0 ABS TC,,,,,,,,,,,,,,," $ 56,000 "," $ 53,000 ",,,,
,RENAULT,SCENIC,2 1.6 ALLYUM,,,,," $ 93,000 "," $ 89,000 ",,,,,,,,,,,,,,
,RENAULT,SCENIC,2 1.6 AUTHENTIQUE,,,,,,," $ 75,000 "," $ 71,000 "," $ 68,000 ",,,,,,,,,,,
,RENAULT,SCENIC,2 1.6 CONFORT,,," $ 97,000 "," $ 92,000 "," $ 87,000 "," $ 83,000 "," $ 79,000 ",,,,,,,,,,,,,
,RENAULT,SCENIC,2 1.6 CONFORT PLUS,,,,," $ 91,000 ",,,,,,,,,,,,,,,
,RENAULT,SCENIC,2 1.6 EXPRESSION,,,,,,,," $ 75,000 "," $ 71,000 "," $ 67,000 ",,,,,,,,,,
,RENAULT,SCENIC,2 1.6 FAIRWAY,,,,,," $ 86,000 "," $ 82,000 "," $ 78,000 "," $ 74,000 ",,,,,,,,,,,
,RENAULT,SCENIC,2 1.6 LUXE,,,,," $ 93,000 "," $ 88,000 "," $ 84,000 ",,,,,,,,,,,,,
,RENAULT,SCENIC,2 1.6 REC,,,,,,,," $ 78,000 "," $ 74,000 ",,,,,,,,,,,
,RENAULT,SCENIC,2 1.6 RT (COLUMBIA),,,,,,,,,," $ 68,000 "," $ 65,000 "," $ 62,000 ",,,,,,,,
,RENAULT,SCENIC,2 1.6 RT ABS,,,,,,,,,,," $ 66,000 "," $ 63,000 "," $ 60,000 ",,,,,,,
,RENAULT,SCENIC,2 1.6 RXE PRIVILEGE,,,,,,," $ 83,000 "," $ 79,000 "," $ 75,000 "," $ 71,000 "," $ 67,000 "," $ 64,000 ",,,,,,,,
,RENAULT,SCENIC,2 1.6 SPORTWAY,," $ 109,000 "," $ 103,000 "," $ 98,000 "," $ 93,000 "," $ 89,000 "," $ 85,000 "," $ 81,000 ",,,,,,,,,,,,
,RENAULT,SCENIC,2 1.9 ALLYUM TDI,,,,," $ 99,000 "," $ 94,000 ",,,,,,,,,,,,,,
,RENAULT,SCENIC,2 1.9 AUTHENTIQUE TDI,,,,,,," $ 80,000 "," $ 76,000 "," $ 72,000 ",,,,,,,,,,,
,RENAULT,SCENIC,2 1.9 CONFORT TDI,," $ 107,000 "," $ 101,000 "," $ 96,000 "," $ 91,000 "," $ 87,000 "," $ 83,000 ",,,,,,,,,,,,,
,RENAULT,SCENIC,2 1.9  EXPRESSION TDI,,,,,,,," $ 80,000 "," $ 75,000 "," $ 71,000 ",,,,,,,,,,
,RENAULT,SCENIC,2 1.9 FAIRWAY TDI,,,,,," $ 91,000 "," $ 87,000 "," $ 83,000 "," $ 79,000 ",,,,,,,,,,,
,RENAULT,SCENIC,2 1.9 LUXE TDI,,,,," $ 98,000 "," $ 93,000 "," $ 89,000 ",,,,,,,,,,,,,
,RENAULT,SCENIC,2 1.9 REC TDI,,,,,,,," $ 83,000 "," $ 79,000 ",,,,,,,,,,,
,RENAULT,SCENIC,2 1.9 RT ABS TDI,,,,,,,,,,," $ 69,000 "," $ 66,500 "," $ 64,000 ",,,,,,,
,RENAULT,SCENIC,2 1.9 RT (COLUMBIA) TDI,,,,,,,,,," $ 71,000 "," $ 68,500 "," $ 66,000 ",,,,,,,,
,RENAULT,SCENIC,2 1.9 RXE PRIVILEGE TDI,,,,,,," $ 88,000 "," $ 83,000 "," $ 79,000 "," $ 75,000 "," $ 71,000 "," $ 68,000 "," $ 65,000 ",,,,,,,
,RENAULT,SCENIC,2 1.9 RXE CAMPUS TDI,,,,,,,,,,,,," $ 66,000 ",,,,,,,
,RENAULT,SCENIC,2 2.0 LUXE,,,,," $ 97,000 "," $ 92,000 "," $ 88,000 "," $ 84,000 ",,,,,,,,,,,,
,RENAULT,SCENIC,2 2.0 LUXE AUT,,,,,,," $ 91,000 "," $ 87,000 ",,,,,,,,,,,,
,RENAULT,SCENIC,2 2.0 RXE CU,,,,,,,,,,," $ 71,000 "," $ 67,000 "," $ 64,000 ",,,,,,,
,RENAULT,SCENIC,2 2.0 RXE PRIVILEGE,,,,,,," $ 87,000 "," $ 82,000 "," $ 78,000 "," $ 74,000 "," $ 70,000 "," $ 66,000 "," $ 63,000 ",,,,,,,
,RENAULT,SCENIC,2 2.0 RXE PRIVILEGE AUT,,,,,,," $ 90,000 "," $ 85,000 "," $ 81,000 "," $ 77,000 ",,,,,,,,,,
,RENAULT,SCENIC,2 2.0 RXI CAMPUS,,,,,,,,,,,,," $ 65,000 ",,,,,,,
,RENAULT,SYMBOL,1.5 DCI CONFORT," $ 98,000 "," $ 92,000 "," $ 86,000 "," $ 82,000 "," $ 78,000 ",,,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.5 DCI CONNECTION SL,,," $ 87,000 "," $ 83,000 ",,,,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.5 DCI PACK,,,," $ 78,000 "," $ 73,000 ",,,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.6 8V PACK,," $ 85,000 "," $ 80,000 "," $ 75,000 "," $ 71,000 ",,,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.6 16V AUTHENTIQUE PACK I," $ 95,000 "," $ 89,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.6 16V AUTHENTIQUE PACK II," $ 99,000 "," $ 94,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.6 16V CONFORT," $ 96,000 "," $ 90,000 "," $ 85,000 "," $ 80,000 "," $ 77,000 ",,,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.6 16V CONNECTION SL,," $ 93,000 "," $ 87,000 "," $ 82,000 ",,,,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.6 16V EXPRESSION PACK II," $ 105,000 "," $ 99,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.6 16V LUXE," $ 103,000 "," $ 97,000 "," $ 90,000 "," $ 85,000 "," $ 81,000 "," $ 78,000 ",,,,,,,,,,,,,,
,RENAULT,SYMBOL,1.6 16V PACK," $ 92,000 "," $ 87,000 "," $ 82,000 ",,,,,,,,,,,,,,,,,
,RENAULT,TRAFIC RODEO,TA83 D,,,,,,,,,,,,,,," $ 54,000 "," $ 52,500 ",,,,
,RENAULT,TRAFIC RODEO,TA83 D DH,,,,,,,,,,,,,,," $ 55,000 "," $ 53,500 ",,,,
,RENAULT,TRAFIC RODEO,TA8J D,,,,,,,,,,,,,," $ 58,000 "," $ 56,000 "," $ 54,000 ",,,,
,RENAULT,TRAFIC RODEO,TA8J D 031 S/CAJA,,,,,,,,,,,,,," $ 56,000 "," $ 54,000 "," $ 52,000 ",,,,
,RENAULT,TRAFIC RODEO,TA8J D 170 DH,,,,,,,,,,," $ 66,000 "," $ 64,000 "," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,000 ",,,,
,RENAULT,TRAFIC RODEO,TA8J D 170 DH S/CAJA,,,,,,,,,,,," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,000 "," $ 54,000 ",,,,
,RENAULT,TRAFIC,T 31 C (T 31 N),,,,,,,,,,,,," $ 59,000 "," $ 57,000 "," $ 55,500 "," $ 54,000 ",,,,
,RENAULT,TRAFIC,T 31 J ( CORTO DIESEL),,,,,,,,,,,," $ 65,000 "," $ 63,000 "," $ 61,000 "," $ 59,500 "," $ 58,000 ",,,,
,RENAULT,TRAFIC,T 310,,,,,,,,,,,,,,,," $ 52,000 ",,,,
,RENAULT,TRAFIC,T 3101,,,,,,,,,,,,,,,," $ 51,000 ",,,,
,RENAULT,TRAFIC,T 312,,,,,,,,,,,,,,,," $ 54,000 ",,,,
,RENAULT,TRAFIC,T 313 D,,,,,,,,,,,,,,," $ 59,000 "," $ 57,000 ",,,,
,RENAULT,TRAFIC,TA 13 D,,,,,,,,,,,,,,," $ 62,000 "," $ 60,500 ",,,,
,RENAULT,TRAFIC,TA 1C,,,,,,,,,,,,,,," $ 60,000 "," $ 58,500 ",,,,
,RENAULT,TRAFIC,TA 1J 170 DH (LARGA DIESEL),,,,,,,,,,," $ 72,000 "," $ 70,000 "," $ 68,000 "," $ 66,000 "," $ 64,500 "," $ 63,000 ",,,,
,RENAULT,TRAFIC,TA 53 BUS,,,,,,,,,,,,,,,," $ 62,000 ",,,,
,RENAULT,TWINGO,(AUTHENTIQUE),,,,,,,,,,," $ 43,000 "," $ 41,500 "," $ 40,500 "," $ 39,500 "," $ 38,500 "," $ 37,500 ",,,,
,RENAULT,TWINGO,(EXPRESSION) AA,,,,,,,,,,," $ 45,000 "," $ 43,500 "," $ 42,500 "," $ 41,500 "," $ 40,500 "," $ 39,500 ",,,,
,RENAULT,TWINGO,(PRIVILEGE) PK1 AA AB,,,,,,,,,,," $ 44,000 "," $ 42,500 "," $ 41,500 "," $ 40,500 "," $ 39,500 "," $ 38,500 ",,,,
,RENAULT,TWINGO,EASY PK2 AA DH,,,,,,,,,,,,,," $ 44,500 "," $ 43,500 "," $ 43,000 ",,,,
,RENAULT,TWINGO,JOVEN,,,,,,,,,,," $ 42,000 "," $ 40,500 ",,,,,,,,
,RENAULT,TWINGO,PK 1,,,,,,,,,,,,,,,," $ 39,000 ",,,,
,RENAULT,TWINGO,PK1 AA TC,,,,,,,,,,,,," $ 45,500 "," $ 44,500 "," $ 43,500 ",,,,,
,ROVER LAND ROVER,.25,1.6 16V CLASSIC,,,,,,,,,," $ 54,000 "," $ 52,000 "," $ 50,000 "," $ 48,000 ",,,,,,,
,ROVER LAND ROVER,.25,1.6 16V CLUB,,,,,,,,,,," $ 53,500 "," $ 51,500 "," $ 49,500 ",,,,,,,
,ROVER LAND ROVER,.25,1.6 16V CLUB CUERO,,,,,,,,,,,," $ 54,500 "," $ 52,500 ",,,,,,,
,ROVER LAND ROVER,.25,2.0 TD CLASSIC,,,,,,,,,," $ 56,500 "," $ 54,500 "," $ 52,500 "," $ 50,500 ",,,,,,,
,ROVER LAND ROVER,.25,2.0 TD CLUB,,,,,,,,,,,," $ 54,500 "," $ 52,500 ",,,,,,,
,ROVER LAND ROVER,.25,2.0 TD CLUB CUERO,,,,,,,,,,,," $ 57,500 "," $ 55,500 ",,,,,,,
,ROVER LAND ROVER,.45,1.8 16V CLUB 4 PTAS,,,,,,,,,," $ 65,000 "," $ 63,000 "," $ 61,000 "," $ 59,000 ",,,,,,,
,ROVER LAND ROVER,.45,1.8 16V CLUB 4 PTAS CUERO,,,,,,,,,,,," $ 64,000 "," $ 62,000 ",,,,,,,
,ROVER LAND ROVER,.45,1.8 16V CLUB 5 PTAS,,,,,,,,,," $ 66,000 "," $ 64,000 "," $ 62,000 "," $ 60,000 ",,,,,,,
,ROVER LAND ROVER,.45,1.8 16V CLUB 5 PTAS CUERO,,,,,,,,,,,," $ 63,000 "," $ 61,000 ",,,,,,,
,ROVER LAND ROVER,.45,2.0 TD CLASSIC 4 PTAS,,,,,,,,,," $ 65,000 "," $ 63,000 "," $ 61,000 "," $ 59,000 ",,,,,,,
,ROVER LAND ROVER,.45,2.0 TD CLASSIC 5 PTAS,,,,,,,,,," $ 64,000 "," $ 62,000 "," $ 60,000 "," $ 58,000 ",,,,,,,
,ROVER LAND ROVER,.45,2.0 TD CLUB 4 PTAS,,,,,,,,,," $ 75,000 "," $ 73,000 "," $ 71,000 "," $ 69,000 ",,,,,,,
,ROVER LAND ROVER,.45,2.0 V6 CONNOISSEUR,,,,,,,,,,," $ 75,000 "," $ 73,000 "," $ 71,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.0 TD CLUB,,,,,,,,,," $ 98,000 "," $ 95,000 "," $ 92,000 "," $ 89,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.0 TD CLUB TOURER,,,,,,,,,,," $ 98,000 "," $ 95,000 "," $ 92,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.0 TD CONNOISSEUR AUT,,,,,,,,,," $ 103,000 "," $ 100,000 "," $ 97,000 "," $ 94,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.0 TD CONNOISSEUR AUT TOURER,,,,,,,,,,," $ 103,000 "," $ 100,000 "," $ 97,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.0 V6 CLUB,,,,,,,,,," $ 93,000 "," $ 90,000 "," $ 87,000 "," $ 84,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.0 V6 CLUB TOURER,,,,,,,,,,," $ 93,000 "," $ 90,000 "," $ 87,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.5 V6 CONNOISSEUR,,,,,,,,,," $ 96,000 "," $ 93,000 "," $ 90,000 "," $ 87,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.5 V6 CONNOISSEUR AUT,,,,,,,,,," $ 97,000 "," $ 94,000 "," $ 91,000 "," $ 88,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.5 V6 CONNOISSEUR TOURER,,,,,,,,,,," $ 96,000 "," $ 93,000 "," $ 90,000 ",,,,,,,
,ROVER LAND ROVER,.75,2.5 V6 CONNOISSEUR TOURER AUT,,,,,,,,,,," $ 97,000 "," $ 94,000 "," $ 91,000 ",,,,,,,
,ROVER LAND ROVER,214,SI 3 PTAS,,,,,,,,,,,,,,," $ 32,500 "," $ 31,500 ",,,,
,ROVER LAND ROVER,214,SI 5 PTAS TL13,,,,,,,,,,,,,,," $ 33,500 "," $ 32,500 ",,,,
,ROVER LAND ROVER,216,SI 5 PTAS TL 6,,,,,,,,,,,,,," $ 37,000 "," $ 36,000 "," $ 35,000 ",,,,
,ROVER LAND ROVER,216,SI 5 PTAS TL 6 AUT,,,,,,,,,,,,,," $ 38,000 "," $ 37,000 "," $ 36,000 ",,,,
,ROVER LAND ROVER,216,SI 5 PTAS L 6 FULL,,,,,,,,,,,,,," $ 39,000 "," $ 38,000 "," $ 37,000 ",,,,
,ROVER LAND ROVER,216,SLI,,,,,,,,,,,,,,," $ 36,000 "," $ 35,000 ",,,,
,ROVER LAND ROVER,218,VI,,,,,,,,,,,,,,," $ 38,000 "," $ 37,000 ",,,,
