ID,MARCA,MODELO,VERSION,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Comb.,Segmento,Puertas,Traccion
,AUDI,A3,3.2 V6 P. QUATTRO PREMIUM DSG,,,,,,,," $ 205,000 "," $ 195,000 "," $ 185,000 ",,,,,,,,,,
,AUDI,A3,3.2 V6 P. QUATTRO S TRONIC,,,,,," $ 215,000 "," $ 205,000 ",,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.4T," $ 340,000 "," $ 290,000 "," $ 260,000 "," $ 240,000 ",,,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.4T L/13," $ 440,000 ",,,,,,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.4T L/13 STRO," $ 490,000 ",,,,,,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.4T L/13 STRO TECHNO," $ 510,000 ",,,,,,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.4T L/13 TECHNO," $ 460,000 ",,,,,,,,,,,,,,,,,,,
,AUDI,A3,SPORBACK 1.4T S TRONIC," $ 350,000 "," $ 300,000 "," $ 270,000 "," $ 250,000 ",,,,,,,,,,,,,,,,
,AUDI,A3,SPOBACK 1.4T S TRONIC PL," $ 360,000 "," $ 310,000 "," $ 280,000 ",,,,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.6," $ 270,000 "," $ 245,000 "," $ 225,000 "," $ 205,000 "," $ 185,000 "," $ 170,000 "," $ 160,000 "," $ 150,000 "," $ 140,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.6 PREMIUM CUERO," $ 300,000 "," $ 270,000 "," $ 245,000 "," $ 225,000 "," $ 205,000 "," $ 190,000 "," $ 180,000 "," $ 170,000 "," $ 160,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.6 S TRONIC,,," $ 235,000 "," $ 215,000 "," $ 195,000 "," $ 180,000 ",,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.6 TIP.,,,,," $ 191,000 "," $ 176,000 "," $ 166,000 "," $ 156,000 "," $ 146,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.6 TIP. PREMIUM CU,,,,," $ 211,000 "," $ 196,000 "," $ 186,000 "," $ 176,000 "," $ 166,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T," $ 405,000 "," $ 355,000 "," $ 315,000 "," $ 290,000 "," $ 265,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T STRONIC," $ 420,000 "," $ 370,000 "," $ 330,000 "," $ 300,000 "," $ 275,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T FSI L/13," $ 500,000 ",,,,,,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T FSI L/13 QUAT ST," $ 580,000 ",,,,,,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T FSI L/13 STRONIC," $ 530,000 ",,,,,,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PLUS," $ 415,000 "," $ 365,000 "," $ 325,000 "," $ 300,000 "," $ 275,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PLUS STRONIC," $ 430,000 "," $ 380,000 "," $ 340,000 "," $ 310,000 "," $ 285,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PLUS PREMIUM," $ 440,000 "," $ 390,000 "," $ 350,000 "," $ 325,000 "," $ 300,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PLUS PREMIUM CU.," $ 450,000 "," $ 400,000 "," $ 360,000 "," $ 335,000 "," $ 310,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PLUS PREMIUM STR," $ 455,000 "," $ 405,000 "," $ 365,000 "," $ 335,000 "," $ 310,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PLUS.PRE.CU.STRO," $ 465,000 "," $ 415,000 "," $ 375,000 "," $ 345,000 "," $ 320,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PREMIUM," $ 430,000 "," $ 380,000 "," $ 340,000 "," $ 315,000 "," $ 290,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PREMIUM STRONIC," $ 445,000 "," $ 395,000 "," $ 355,000 "," $ 325,000 "," $ 300,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PREMIUM CU.," $ 440,000 "," $ 390,000 "," $ 350,000 "," $ 325,000 "," $ 300,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.8T PREMIUM CU.STRO," $ 455,000 "," $ 405,000 "," $ 365,000 "," $ 335,000 "," $ 310,000 ",,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 1.9 TDI,,,,," $ 210,000 "," $ 200,000 ",,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 FSI,,,,,," $ 185,000 "," $ 170,000 "," $ 160,000 "," $ 150,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 FSI PREMIUM CU.,,,,,," $ 200,000 "," $ 185,000 "," $ 175,000 "," $ 165,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 FSI TIP.,,,,,," $ 190,000 "," $ 175,000 "," $ 165,000 "," $ 155,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 FSI TIP.PREM.CU,,,,,," $ 205,000 "," $ 190,000 "," $ 180,000 "," $ 170,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 TDI,,," $ 220,000 "," $ 210,000 "," $ 200,000 "," $ 190,000 "," $ 175,000 "," $ 165,000 "," $ 155,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 TDI DSG,,,,,,,," $ 175,000 "," $ 165,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 TDI DSG PREM.CU,,,,,,," $ 200,000 "," $ 190,000 "," $ 180,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 TDI PREMIUM CU.,,," $ 240,000 "," $ 225,000 "," $ 215,000 "," $ 205,000 "," $ 190,000 "," $ 180,000 "," $ 170,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 TDI QUATTRO,,,,,," $ 205,000 "," $ 190,000 "," $ 180,000 ",,,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 TDI QUATTRO PREM,,,,,," $ 220,000 "," $ 205,000 "," $ 195,000 ",,,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 TDI STRONIC," $ 460,000 "," $ 410,000 "," $ 380,000 ",,," $ 200,000 "," $ 185,000 ",,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0 TDI STRONIC L/13," $ 570,000 ",,,,,,,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0T FSI," $ 410,000 "," $ 370,000 "," $ 340,000 "," $ 305,000 "," $ 275,000 "," $ 255,000 "," $ 235,000 ",,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0T FSI PREMIUM," $ 425,000 "," $ 285,000 "," $ 355,000 "," $ 320,000 "," $ 290,000 "," $ 270,000 "," $ 250,000 ",,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0T FSI S TRONIC," $ 420,000 "," $ 380,000 "," $ 350,000 "," $ 315,000 "," $ 285,000 "," $ 265,000 "," $ 245,000 ",,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 2.0T FSI S TRONIC PRE," $ 435,000 "," $ 395,000 "," $ 365,000 "," $ 330,000 "," $ 300,000 "," $ 280,000 "," $ 260,000 ",,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 3.2 QUAT PRE STR LIN,,,,,," $ 235,000 ",,,,,,,,,,,,,,
,AUDI,A3,SPORTBACK 3.2 QUATTRO,,,,,," $ 215,000 "," $ 205,000 "," $ 195,000 "," $ 185,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 3.2 QUATTRO DSG,,,,,,,," $ 205,000 "," $ 195,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 3.2 QUATTRO DSG PRE.,,,,,,,," $ 215,000 "," $ 205,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 3.2 QUATTRO PREMIUM,,,,,," $ 225,000 "," $ 215,000 "," $ 205,000 "," $ 195,000 ",,,,,,,,,,,
,AUDI,A3,SPORTBACK 3.2 QUATTRO S TRONIC,,,,,," $ 225,000 "," $ 215,000 ",,,,,,,,,,,,,
,AUDI,A4,1.8.,,,,,,,,,,,,," $ 94,000 "," $ 90,000 "," $ 86,000 "," $ 82,000 ",,,,
,AUDI,A4,1.8 AUT,,,,,,,,,,,,," $ 95,000 "," $ 91,000 "," $ 87,000 "," $ 83,000 ",,,,
,AUDI,A4,1.8 AVANT,,,,,,,,,,,,,," $ 92,000 "," $ 88,000 "," $ 84,000 ",,,,
,AUDI,A4,1.8 AVANT AUT,,,,,,,,,,,,,," $ 93,000 "," $ 89,000 "," $ 85,000 ",,,,
,AUDI,A4,1.8 AVANT QUATTRO,,,,,,,,,,,,,," $ 100,000 "," $ 96,000 "," $ 92,000 ",,,,
,AUDI,A4,1.8 QUATTRO,,,,,,,,,,,,,,," $ 85,000 "," $ 81,000 ",,,,
,AUDI,A4,1.8T.,,,,,,,,,,,,," $ 89,000 "," $ 85,000 "," $ 81,000 "," $ 77,000 ",,,,
,AUDI,A4,1.8T. AVANT,,,,,,,,,,,,," $ 91,000 "," $ 87,000 "," $ 83,000 "," $ 79,000 ",,,,
,AUDI,A4,1.8T. AVANT QUATTRO,,,,,,,,,,,,," $ 99,000 "," $ 95,000 "," $ 91,000 "," $ 87,000 ",,,,
,AUDI,A4,1.8T. AVANT QUATTRO TIP.,,,,,,,,,,,,," $ 103,000 "," $ 99,000 "," $ 95,000 "," $ 91,000 ",,,,
,AUDI,A4,1.8T. AVANT TIPTRONIC,,,,,,,,,,,,," $ 95,000 "," $ 91,000 "," $ 87,000 "," $ 83,000 ",,,,
,AUDI,A4,1.8T. QUATTRO,,,,,,,,,,,,," $ 97,000 "," $ 93,000 "," $ 89,000 "," $ 85,000 ",,,,
,AUDI,A4,1.8T. TRIPTRONIC,,,,,,,,,,,,," $ 93,000 "," $ 89,000 "," $ 85,000 "," $ 81,000 ",,,,
,AUDI,A4,1.8T. TRIPTRONIC QUATTRO,,,,,,,,,,,,," $ 101,000 "," $ 97,000 "," $ 93,000 "," $ 89,000 ",,,,
,AUDI,A4,1.8T..L/01,,,,,,,,," $ 114,000 "," $ 110,000 "," $ 106,000 "," $ 102,000 "," $ 98,000 ",,,,,,,
,AUDI,A4,1.8T..L/01 LUXURY,,,,,,,,," $ 122,000 "," $ 117,000 "," $ 112,000 "," $ 108,000 "," $ 104,000 ",,,,,,,
,AUDI,A4,1.8T..L/01 MULTITRONIC,,,,,,,,," $ 119,000 "," $ 115,000 "," $ 111,000 "," $ 107,000 "," $ 103,000 ",,,,,,,
,AUDI,A4,1.8T..L/01 MULTITRONIC LUX,,,,,,,,," $ 127,000 "," $ 122,000 "," $ 117,000 "," $ 113,000 "," $ 109,000 ",,,,,,,
,AUDI,A4,1.8T..L/01 MULTITRONIC SPORT,,,,,,,,," $ 127,000 "," $ 122,000 "," $ 117,000 "," $ 113,000 "," $ 109,000 ",,,,,,,
,AUDI,A4,1.8T..L/01 QUATTRO,,,,,,,,," $ 124,000 "," $ 119,000 "," $ 114,000 "," $ 110,000 "," $ 106,000 ",,,,,,,
,AUDI,A4,1.8T..L/01 SPORT,,,,,,,,," $ 122,000 "," $ 117,000 "," $ 112,000 "," $ 108,000 "," $ 104,000 ",,,,,,,
,AUDI,A4,1.8T..L/05,,,,,," $ 175,000 "," $ 165,000 "," $ 155,000 "," $ 145,000 ",,,,,,,,,,,
,AUDI,A4,1.8T..L/05 MULTITRONIC,,,,,," $ 181,000 "," $ 171,000 "," $ 161,000 "," $ 151,000 ",,,,,,,,,,,
,AUDI,A4,1.8T..L/05 MULTITRONIC SPORT,,,,,," $ 191,000 "," $ 181,000 "," $ 171,000 "," $ 161,000 ",,,,,,,,,,,
,AUDI,A4,1.8T..L/05 SPORT,,,,,," $ 185,000 "," $ 175,000 "," $ 165,000 "," $ 155,000 ",,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/08   (ATTRACTION),," $ 355,000 "," $ 325,000 "," $ 300,000 "," $ 275,000 "," $ 255,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/08 MULTI.(ATTRACTION,," $ 370,000 "," $ 340,000 "," $ 315,000 "," $ 290,000 "," $ 265,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/08 PLUS,,," $ 335,000 "," $ 310,000 "," $ 285,000 "," $ 265,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/08 PLUS MULTITRONIC,,," $ 350,000 "," $ 325,000 "," $ 300,000 "," $ 275,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/08 PLUS SP CU (AMBI.,," $ 390,000 "," $ 360,000 "," $ 335,000 "," $ 310,000 "," $ 285,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/08 PLUS SP CU MUL AM,," $ 400,000 "," $ 370,000 "," $ 345,000 "," $ 320,000 "," $ 295,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/08  SPORT CUERO,,," $ 350,000 "," $ 325,000 "," $ 300,000 "," $ 275,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/08  SPORT CUERO MULTI,,," $ 365,000 "," $ 340,000 "," $ 315,000 "," $ 290,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/12 AMBITION," $ 540,000 "," $ 490,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/12 AMBITION MULTI.," $ 580,000 "," $ 530,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/12 ATTRACTION," $ 500,000 "," $ 450,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,1.8 TFSI L/12 ATTRACTION MULTI.," $ 540,000 "," $ 490,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,1.8. TFSI AVANT   (ATTRACTION),," $ 360,000 "," $ 330,000 "," $ 305,000 "," $ 280,000 "," $ 260,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8. TFSI AVANT MUL  (ATTRACTION),," $ 375,000 "," $ 345,000 "," $ 320,000 "," $ 295,000 "," $ 270,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8. TFSI AVANT PL SP CU (AMB,," $ 395,000 "," $ 365,000 "," $ 340,000 "," $ 315,000 "," $ 290,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8. TFSI AVANT PL SP CU MU (AMB,," $ 405,000 "," $ 375,000 "," $ 350,000 "," $ 325,000 "," $ 300,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8. TFSI AVANT PLUS,,," $ 340,000 "," $ 315,000 "," $ 290,000 "," $ 270,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8. TFSI AVANT PLUS MULTITRONIC,,," $ 355,000 "," $ 330,000 "," $ 305,000 "," $ 280,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8. TFSI AVANT SPORT CUERO,,," $ 355,000 "," $ 330,000 "," $ 305,000 "," $ 285,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.8. TFSI AVANT SPORT CUERO MUL.,,," $ 365,000 "," $ 340,000 "," $ 315,000 "," $ 295,000 ",,,,,,,,,,,,,,
,AUDI,A4,1.9 TDI,,,,,,,,,,,,," $ 90,000 "," $ 86,000 "," $ 82,000 "," $ 78,000 ",,,,
,AUDI,A4,1.9 TDI AUT,,,,,,,,,,,,," $ 91,000 "," $ 87,000 "," $ 83,000 "," $ 79,000 ",,,,
,AUDI,A4,1.9 TDI AVANT,,,,,,,,,,,,," $ 92,000 "," $ 88,000 "," $ 84,000 "," $ 80,000 ",,,,
,AUDI,A4,1.9 TDI AVANT AUT,,,,,,,,,,,,," $ 93,000 "," $ 89,000 "," $ 85,000 "," $ 81,000 ",,,,
,AUDI,A4,1.9 TDI AVANT QUATTRO,,,,,,,,,,,,," $ 100,000 "," $ 96,000 "," $ 92,000 "," $ 88,000 ",,,,
,AUDI,A4,1.9 TDI QUATTRO,,,,,,,,,,,,," $ 98,000 "," $ 94,000 ",,,,,,
,AUDI,A4,1.9 TDI TIPTRONIC,,,,,,,,,,,,," $ 94,000 "," $ 90,000 ",,,,,,
,AUDI,A4,1.9 TDI .L/01,,,,,,,,," $ 120,000 "," $ 116,000 "," $ 112,000 "," $ 108,000 "," $ 104,000 ",,,,,,,
,AUDI,A4,1.9 TDI .L/01 AVANT QUATTRO,,,,,,,,," $ 135,000 "," $ 131,000 ",,,,,,,,,,
,AUDI,A4,1.9 TDI .L/01 LUXURY,,,,,,,,," $ 128,000 "," $ 123,000 "," $ 118,000 "," $ 114,000 "," $ 110,000 ",,,,,,,
,AUDI,A4,1.9 TDI .L/01 MULTITRONIC,,,,,,,,," $ 125,000 "," $ 121,000 "," $ 117,000 "," $ 113,000 "," $ 109,000 ",,,,,,,
,AUDI,A4,1.9 TDI .L/01 SPORT,,,,,,,,," $ 128,000 "," $ 123,000 "," $ 118,000 "," $ 114,000 "," $ 100,000 ",,,,,,,
,AUDI,A4,1.9 TDI .L/01 SPORT MULTIRONIC,,,,,,,,," $ 133,000 "," $ 128,000 ",,,,,,,,,,
,AUDI,A4,2.0 T L/06 QUATTRO,,,,,," $ 184,000 "," $ 174,000 "," $ 166,000 ",,,,,,,,,,,,
,AUDI,A4,2.0 T L/06 QUATTRO TIP. S LINE,,,,,," $ 210,000 "," $ 200,000 ",,,,,,,,,,,,,
,AUDI,A4,2.0 T L/06 QUATTRO TIPTRO,,,,,," $ 190,000 "," $ 180,000 "," $ 172,000 ",,,,,,,,,,,,
,AUDI,A4,2.0 T L/09 QUATTRO,,," $ 345,000 "," $ 315,000 "," $ 295,000 ",,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/09 QUATTRO STRONIC,,," $ 355,000 "," $ 325,000 "," $ 305,000 ",,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/09 QUATTRO PLUS (ATTRAC,," $ 385,000 "," $ 355,000 "," $ 325,000 "," $ 305,000 ",,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/09 QUATTRO PLUS STR ATT,," $ 400,000 "," $ 370,000 "," $ 340,000 "," $ 315,000 ",,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/09 QUATTRO SP CU,,," $ 365,000 "," $ 335,000 "," $ 310,000 ",,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/09 QUATTRO SP CU PL AMB,," $ 405,000 "," $ 375,000 "," $ 345,000 "," $ 320,000 ",,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/09 QUATTRO SP CU PL ST,," $ 420,000 "," $ 390,000 "," $ 360,000 "," $ 335,000 ",,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/09 QUATTRO SP CU STRO,,," $ 380,000 "," $ 350,000 "," $ 325,000 ",,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/10,,," $ 335,000 "," $ 305,000 ",,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/10 ALLROAD QUATTRO STRO," $ 795,000 "," $ 695,000 "," $ 595,000 "," $ 515,000 ",,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/10 MULTITRONIC,,," $ 350,000 "," $ 320,000 ",,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/10 PLUS  (ATTRACTION),," $ 375,000 "," $ 345,000 "," $ 315,000 ",,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/10 PLUS MULT (ATTRAC.),," $ 390,000 "," $ 360,000 "," $ 330,000 ",,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/10 SPORT CU,,," $ 355,000 "," $ 325,000 ",,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/10 SPORT CU MULTITRONIC,,," $ 370,000 "," $ 340,000 ",,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/10 SPORT CU PL MUL (AMB),," $ 425,000 "," $ 385,000 "," $ 355,000 ",,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/10 SPORT CU PLUS (AMBI),," $ 415,000 "," $ 375,000 "," $ 345,000 ",,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/12 AMBITION," $ 580,000 "," $ 520,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/12 AMBITION MULTITRONIC," $ 610,000 "," $ 550,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/12 AMBITION QUATTRO STR," $ 650,000 "," $ 590,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/12 ATTRACTION," $ 550,000 "," $ 490,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/12 ATTRACTION MULTITRO.," $ 580,000 "," $ 520,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,2.0 T L/12 ATTRACTION QUATTR. ST," $ 620,000 "," $ 560,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI  L/05,,,,,," $ 180,000 "," $ 170,000 "," $ 160,000 "," $ 150,000 ",,,,,,,,,,,
,AUDI,A4,2.0 TDI  L/05 AVANT,,,,,," $ 185,000 "," $ 175,000 "," $ 165,000 "," $ 155,000 ",,,,,,,,,,,
,AUDI,A4,2.0 TDI  L/05 AVANT MULTITRONIC,,,,,," $ 191,000 "," $ 181,000 "," $ 171,000 "," $ 161,000 ",,,,,,,,,,,
,AUDI,A4,2.0 TDI  L/05 MULTITRNIC,,,,,," $ 186,000 "," $ 176,000 "," $ 166,000 "," $ 156,000 ",,,,,,,,,,,
,AUDI,A4,2.0 TDI  L/05 SPORT,,,,,," $ 190,000 "," $ 180,000 "," $ 170,000 "," $ 160,000 ",,,,,,,,,,,
,AUDI,A4,2.0 TDI  L/05 SPORT  MULTITRONIC,,,,,," $ 196,000 "," $ 186,000 "," $ 176,000 "," $ 166,000 ",,,,,,,,,,,
,AUDI,A4,2.0 TDI L/07 S LINE,,,,,," $ 205,000 "," $ 195,000 ",,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08,,," $ 320,000 "," $ 290,000 "," $ 270,000 "," $ 250,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 MULTI(ATTRACTION),," $ 365,000 "," $ 335,000 "," $ 305,000 "," $ 285,000 "," $ 265,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 PL SP CU (AMB),," $ 395,000 "," $ 365,000 "," $ 335,000 "," $ 315,000 "," $ 295,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 PLUS,,," $ 330,000 "," $ 300,000 "," $ 280,000 "," $ 260,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 PLUS MULTITRONIC,,," $ 345,000 "," $ 315,000 "," $ 295,000 "," $ 275,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 PLUS SPORT CUERO,,," $ 350,000 "," $ 320,000 "," $ 300,000 "," $ 280,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 SPORT CUERO,,," $ 340,000 "," $ 310,000 "," $ 290,000 "," $ 270,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 SPORT CUERO MULTI.,,," $ 355,000 "," $ 325,000 "," $ 305,000 "," $ 285,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 AVANT,,," $ 330,000 "," $ 300,000 "," $ 280,000 "," $ 260,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 AVANT MUL (ATTRACT,," $ 375,000 "," $ 345,000 "," $ 315,000 "," $ 295,000 "," $ 275,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 AVANT PL.SP.CU(AMB,," $ 405,000 "," $ 375,000 "," $ 345,000 "," $ 325,000 "," $ 305,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 AVANT PLUS,,," $ 340,000 "," $ 310,000 "," $ 290,000 "," $ 270,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 AVANT PLUS MULTI.,,," $ 355,000 "," $ 325,000 "," $ 305,000 "," $ 285,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 AVANT PLUS SPO.CU,,," $ 360,000 "," $ 330,000 "," $ 310,000 "," $ 290,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 AVANT SPORT CU.MUL,,," $ 365,000 "," $ 335,000 "," $ 315,000 "," $ 295,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/08 AVANT SPORT CUERO,,," $ 350,000 "," $ 320,000 "," $ 300,000 "," $ 280,000 ",,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/12 AMBITION MULTITRO.," $ 680,000 "," $ 620,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,2.0 TDI L/12 ATTRACTION MULTI.," $ 640,000 "," $ 580,000 ",,,,,,,,,,,,,,,,,,
,AUDI,A4,2.4 V6,,,,,,,,,,,,," $ 90,000 "," $ 86,000 "," $ 82,000 ",,,,,
,AUDI,A4,2.4 V6 AVANT,,,,,,,,,,,,," $ 92,000 "," $ 88,000 "," $ 84,000 ",,,,,
,AUDI,A4,2.4 V6 AVANT QUATTRO,,,,,,,,,,,,," $ 100,000 "," $ 96,000 "," $ 92,000 ",,,,,
,AUDI,A4,2.4 V6 AVANT TIPTRONIC,,,,,,,,,,,,," $ 96,000 "," $ 92,000 "," $ 88,000 ",,,,,
,AUDI,A4,2.4 V6 QUATTRO,,,,,,,,,,,,," $ 98,000 "," $ 94,000 "," $ 90,000 ",,,,,
,AUDI,A4,2.4 V6 TIPTRONIC,,,,,,,,,,,,," $ 94,000 "," $ 90,000 "," $ 86,000 ",,,,,
,AUDI,A4,2.5 TDI,,,,,,,,,,," $ 114,000 "," $ 109,000 "," $ 105,000 ",,,,,,,
,AUDI,A4,2.5 TDI AVANT,,,,,,,,,,," $ 118,000 "," $ 113,000 ",,,,,,,,
,AUDI,A4,2.5 TDI AVANT MULTITRONIC,,,,,,,,," $ 133,000 "," $ 128,000 "," $ 123,000 "," $ 119,000 ",,,,,,,,
,AUDI,A4,2.5 TDI LUXURY,,,,,,,,,,," $ 119,000 "," $ 115,000 ",,,,,,,,
,AUDI,A4,2.5 TDI MULTITRONIC,,,,,,,,," $ 128,000 "," $ 123,000 "," $ 119,000 "," $ 115,000 "," $ 111,000 ",,,,,,,
,AUDI,A4,2.5 TDI MULTITRONIC LUXURY,,,,,,,,,,," $ 124,000 "," $ 120,000 ",,,,,,,,
,AUDI,A4,2.5 TDI QUATTRO,,,,,,,,," $ 130,000 "," $ 125,000 ",,,,,,,,,,
,AUDI,A4,2.8 V6,,,,,,,,,,,,," $ 92,000 "," $ 88,000 "," $ 84,000 "," $ 80,000 ",,,,
,AUDI,A4,2.8 V6 AVANT,,,,,,,,,,,,," $ 94,000 "," $ 90,000 "," $ 86,000 "," $ 82,000 ",,,,
,AUDI,A4,2.8 V6 AVANT QUATTRO,,,,,,,,,,,,," $ 102,000 "," $ 98,000 "," $ 94,000 "," $ 90,000 ",,,,
